FrameNo,pose_confidence,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,0.5296090245246887,1004,381,0.5603556036949158,1057,428,0.5779094099998474,956,425,0.5316285490989685,1067,479,0.37338367104530334,913,471,0.3134711980819702,1071,509,0.445512056350708,909,513,0.3947930634021759,1035,538,0.5783570408821106,949,533,0.5032424926757812,1018,624,0.4294576942920685,959,625,0.4462115168571472,1028,710,0.4466317296028137,926,715,0.42780375480651855
1,0.5388320982456207,1004,380,0.5123268961906433,1056,426,0.5972909331321716,956,424,0.534276008605957,1063,479,0.38538849353790283,911,469,0.30229803919792175,1066,508,0.44383642077445984,908,511,0.40451088547706604,1035,533,0.5814099311828613,952,530,0.5309377312660217,1017,625,0.4309350252151489,961,626,0.4329551160335541,1026,712,0.4355408251285553,930,716,0.40767407417297363
2,0.5410505384206772,1004,380,0.5202057957649231,1057,427,0.5954271554946899,957,424,0.52960205078125,1065,479,0.36302775144577026,911,471,0.39003729820251465,1072,508,0.48640376329421997,906,508,0.3774769604206085,1036,535,0.5807896256446838,952,530,0.5410572290420532,1019,626,0.4318337142467499,960,628,0.42069733142852783,1028,712,0.42609789967536926,930,717,0.424739807844162
3,0.5314648598432541,1004,379,0.5280871391296387,1057,424,0.6013656258583069,959,422,0.5323710441589355,1065,478,0.2422480285167694,911,470,0.3809521496295929,1068,505,0.5108795166015625,904,502,0.36888331174850464,1037,531,0.5584573745727539,954,527,0.5176728367805481,1022,623,0.45407626032829285,963,625,0.4038649797439575,1038,713,0.3402125835418701,932,718,0.43380069732666016
4,0.530338367819786,1003,380,0.5318753123283386,1056,425,0.5920983552932739,958,424,0.5175988078117371,1066,480,0.38336262106895447,912,470,0.37181925773620605,1066,506,0.4767571687698364,904,504,0.3676040470600128,1034,532,0.566849410533905,952,528,0.5112273693084717,1018,623,0.4499223530292511,961,625,0.42240920662879944,1038,713,0.3348335325717926,933,717,0.4338839054107666
5,0.5345343172550201,1003,381,0.5509039163589478,1057,427,0.5928372740745544,955,425,0.5389085412025452,1069,486,0.4012005031108856,911,469,0.3455865979194641,1068,509,0.498074471950531,905,510,0.36233389377593994,1034,536,0.5643887519836426,950,532,0.5177361965179443,1019,626,0.4235627353191376,958,628,0.39479896426200867,1024,712,0.4185326099395752,932,720,0.436751127243042
6,0.5330324769020081,1002,381,0.5359026193618774,1057,427,0.5651805996894836,956,425,0.5247958898544312,1065,484,0.401547372341156,914,470,0.37439584732055664,1065,519,0.5029553174972534,905,513,0.37680256366729736,1034,536,0.5733960866928101,950,532,0.5334249138832092,1022,630,0.4252275824546814,961,631,0.3667391836643219,1027,713,0.4204533100128174,932,720,0.4417831301689148
7,0.5355946183204651,999,380,0.5032387375831604,1057,426,0.5760849714279175,955,424,0.5376084446907043,1068,483,0.40014663338661194,913,468,0.3591276705265045,1070,515,0.5115002989768982,899,507,0.40644630789756775,1035,535,0.5724635124206543,950,531,0.523489773273468,1020,628,0.4239426255226135,960,630,0.38016510009765625,1026,712,0.42497533559799194,933,721,0.4335970878601074
8,0.5297866612672806,1000,380,0.49264806509017944,1056,424,0.575524628162384,956,422,0.544434666633606,1071,479,0.3016229569911957,912,465,0.33942627906799316,1074,513,0.49730974435806274,902,508,0.42493510246276855,1033,533,0.572340190410614,950,529,0.4968964159488678,1023,625,0.46350839734077454,963,625,0.4022925794124603,1039,714,0.3396427035331726,937,720,0.42314469814300537
9,0.5416488587856292,999,380,0.48398295044898987,1054,423,0.5801651477813721,957,421,0.560398519039154,1071,474,0.33519452810287476,913,469,0.38226571679115295,1077,510,0.5039979219436646,902,507,0.3953301012516022,1030,534,0.5891526341438293,948,531,0.5051172375679016,1017,630,0.4757636785507202,960,629,0.3959045112133026,1025,712,0.43896666169166565,933,721,0.4357808232307434
