FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1013,343,0.6910770535469055,1087,389,0.6366962790489197,952,393,0.6301581263542175,1138,456,0.4182375371456146,898,444,0.41128721833229065,1157,490,0.47873255610466003,867,487,0.552730143070221,1058,515,0.5120319724082947,962,516,0.5462303757667542,1067,617,0.6336879730224609,969,621,0.5080385208129883,1066,710,0.4082101881504059,940,716,0.377608060836792
1,1008,343,0.6951062083244324,1082,384,0.5538405179977417,952,391,0.582604169845581,1138,442,0.3560110926628113,908,442,0.3793843388557434,1183,486,0.560383141040802,842,476,0.5022447109222412,1065,514,0.5875293612480164,966,512,0.5879653692245483,1066,615,0.6531410813331604,972,619,0.5210273861885071,1065,709,0.4001213312149048,945,715,0.3972208499908447
2,1009,344,0.7185543179512024,1077,383,0.5432774424552917,963,392,0.49807608127593994,1135,438,0.3628210723400116,899,438,0.35593947768211365,1203,468,0.675666332244873,821,467,0.5959618091583252,1069,503,0.591539204120636,973,502,0.5807883739471436,1069,606,0.5528965592384338,973,605,0.49623721837997437,1071,708,0.3610275983810425,953,718,0.368478924036026
3,1007,341,0.6669667959213257,1074,374,0.5851190686225891,948,381,0.46997594833374023,1171,387,0.4511600434780121,843,392,0.42294636368751526,1241,375,0.6709361672401428,757,375,0.6312868595123291,1050,515,0.6043726801872253,960,514,0.45868340134620667,1060,621,0.6876418590545654,964,625,0.5733165740966797,1057,719,0.3960099518299103,939,724,0.45989999175071716
4,1008,337,0.5375528931617737,1076,374,0.6058214902877808,949,379,0.37919482588768005,1169,378,0.3256931006908417,854,379,0.39741984009742737,1249,345,0.7009087204933167,749,347,0.6358059644699097,1045,519,0.5510331988334656,955,520,0.48189976811408997,1060,624,0.6252045035362244,953,625,0.5609577894210815,1061,721,0.40964287519454956,938,726,0.44908905029296875
5,1011,341,0.6024559736251831,1076,374,0.6339998245239258,937,382,0.5305048823356628,1179,366,0.5253843665122986,851,367,0.5002186298370361,1261,315,0.7245296835899353,752,315,0.5818189382553101,1046,521,0.6346145272254944,952,524,0.5174791812896729,1061,627,0.6703029870986938,951,628,0.5999943017959595,1064,719,0.47775396704673767,941,725,0.4808003008365631
6,1001,343,0.6357147097587585,1084,376,0.5891941785812378,926,378,0.5586651563644409,1171,357,0.5440876483917236,854,355,0.46915119886398315,1251,288,0.7509377002716064,760,295,0.6518285870552063,1039,522,0.6070743203163147,958,527,0.6448427438735962,1052,627,0.6460816264152527,957,635,0.5144278407096863,1069,715,0.38776376843452454,940,723,0.5137860178947449
7,1016,346,0.6650556325912476,1074,377,0.5920763611793518,935,384,0.6437677145004272,1168,347,0.39025670289993286,840,348,0.3522631824016571,1245,275,0.6176458597183228,787,286,0.5061243772506714,1036,520,0.5734325051307678,951,525,0.5163701176643372,1044,632,0.5502273440361023,956,640,0.6273266077041626,1067,714,0.3740265667438507,944,721,0.49150973558425903
8,1017,340,0.5676500201225281,1069,377,0.5722243189811707,940,382,0.5612704753875732,1176,320,0.37564796209335327,856,333,0.39728260040283203,1233,262,0.8497810959815979,789,270,0.65625,1035,518,0.589722216129303,949,522,0.535132110118866,1047,622,0.6828566193580627,958,632,0.590756356716156,1057,716,0.5168596506118774,946,724,0.48065754771232605
9,1025,328,0.6201876401901245,1070,371,0.5669268369674683,949,377,0.6122156977653503,1175,286,0.4427969455718994,869,296,0.3510325849056244,1205,227,0.5190523862838745,842,250,0.43567854166030884,1030,516,0.5455860495567322,952,520,0.6948493719100952,1040,631,0.6506930589675903,940,633,0.6806040406227112,1050,718,0.5257701277732849,938,722,0.5223262906074524
