FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1002,325,0.515690267086029,1041,362,0.6106471419334412,918,367,0.4894755184650421,1091,318,0.5288500189781189,882,311,0.4344528615474701,1109,230,0.3159423768520355,863,241,0.5001287460327148,1035,524,0.688700258731842,939,523,0.7026407122612,1019,634,0.4843448996543884,950,634,0.6299589276313782,1025,711,0.5640153884887695,956,718,0.4470994472503662
1,1002,326,0.49223366379737854,1045,362,0.6180219650268555,914,365,0.504043459892273,1094,316,0.5003213882446289,880,307,0.446393221616745,1112,231,0.2957247495651245,864,233,0.5611221790313721,1034,526,0.7099442481994629,940,525,0.7085326313972473,1016,637,0.4646341800689697,954,635,0.629399299621582,1022,711,0.5650787949562073,947,715,0.449618935585022
2,1003,326,0.4736316502094269,1042,364,0.6149578094482422,918,367,0.5026589632034302,1089,316,0.48089799284935,884,308,0.45124778151512146,1101,228,0.28948459029197693,863,233,0.5584089159965515,1019,520,0.5071161389350891,940,523,0.6943560242652893,1022,633,0.49655842781066895,953,634,0.6365709900856018,1028,711,0.5520545840263367,951,716,0.43772321939468384
3,993,327,0.42826715111732483,1044,363,0.619069516658783,921,367,0.518004298210144,1087,320,0.5097582340240479,885,312,0.4554782807826996,1095,241,0.29845598340034485,862,238,0.5820920467376709,1034,522,0.6769307255744934,941,522,0.6914678812026978,1033,631,0.5415281653404236,951,633,0.6192755699157715,1028,711,0.5553975105285645,952,715,0.4413592517375946
4,993,327,0.4295097291469574,1048,363,0.6371546387672424,917,365,0.5320006608963013,1089,320,0.5298360586166382,886,309,0.44877561926841736,1093,241,0.28045880794525146,865,234,0.5909177660942078,1034,525,0.700522243976593,940,525,0.7024879455566406,1017,636,0.45190176367759705,957,634,0.5974192023277283,1025,710,0.5643123984336853,952,715,0.4603455662727356
5,993,327,0.4285111129283905,1048,363,0.6432313919067383,916,364,0.5254458785057068,1091,320,0.5301650166511536,886,308,0.44161131978034973,1092,241,0.27633124589920044,867,235,0.5591177940368652,1033,525,0.7080416679382324,938,524,0.7060922384262085,1015,637,0.44160759449005127,955,635,0.6054810881614685,1023,711,0.5646644830703735,951,716,0.44480106234550476
6,992,327,0.42445075511932373,1049,363,0.639972984790802,915,364,0.5307650566101074,1095,318,0.5246797204017639,883,306,0.44658559560775757,1103,234,0.26926368474960327,865,235,0.5876984000205994,1033,526,0.7103841304779053,939,525,0.7086291313171387,1016,638,0.4430450201034546,956,635,0.5941920280456543,1024,710,0.5646726489067078,951,715,0.46657100319862366
7,992,327,0.42504045367240906,1048,363,0.6447150707244873,916,364,0.5327437520027161,1093,320,0.5308318138122559,884,308,0.44816693663597107,1091,242,0.27250930666923523,867,237,0.5703042149543762,1032,526,0.7110506296157837,938,526,0.7085490226745605,1015,638,0.4385424554347992,955,635,0.5941548347473145,1023,710,0.5631172060966492,950,715,0.4589080214500427
8,992,327,0.42860209941864014,1047,363,0.6446506977081299,916,365,0.5309641361236572,1092,321,0.533777117729187,885,309,0.45639312267303467,1089,243,0.2695082426071167,867,238,0.5620384216308594,1032,526,0.7101745009422302,938,526,0.708970308303833,1028,635,0.5602657198905945,954,636,0.5977233648300171,1022,711,0.5599404573440552,950,716,0.4497319757938385
9,992,327,0.4264066219329834,1047,363,0.6444881558418274,915,365,0.5271709561347961,1092,320,0.5260095596313477,884,308,0.4559016227722168,1090,241,0.2701230049133301,866,236,0.5734689831733704,1032,526,0.7093746066093445,938,525,0.7082096338272095,1029,635,0.559429407119751,955,635,0.5994493365287781,1023,711,0.5609827637672424,951,716,0.4545605778694153
