FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1005,345,0.637008786201477,1071,392,0.6279165744781494,930,391,0.6307038068771362,1109,446,0.34638601541519165,879,442,0.36871567368507385,1151,499,0.5923193097114563,849,484,0.5643789768218994,1036,520,0.5422775745391846,950,518,0.5724092721939087,1032,621,0.4711674451828003,946,620,0.5994898080825806,1036,710,0.4231206178665161,941,719,0.4418754577636719
1,1004,345,0.6526044607162476,1069,389,0.614118754863739,933,391,0.6585246324539185,1115,432,0.3757207691669464,871,435,0.36619582772254944,1187,475,0.5708230137825012,802,470,0.5356177091598511,1035,517,0.584739625453949,944,514,0.528285026550293,1025,615,0.515437662601471,942,614,0.5728458166122437,1029,707,0.4379293620586395,937,717,0.4392959773540497
2,1003,346,0.6511515378952026,1071,385,0.5439594388008118,936,388,0.6422445178031921,1133,419,0.3069224953651428,858,423,0.3258146047592163,1196,437,0.5238996148109436,783,448,0.5783141851425171,1040,515,0.5721630454063416,951,513,0.5616302490234375,1022,614,0.5515568256378174,939,612,0.5918192863464355,1032,707,0.47115272283554077,935,716,0.47275498509407043
3,1002,344,0.6281681656837463,1074,380,0.6309661865234375,931,387,0.5550572276115417,1137,399,0.3780766427516937,841,409,0.3998020887374878,1225,386,0.37991195917129517,767,406,0.3850143253803253,1029,515,0.5064969062805176,946,516,0.5725384950637817,1015,614,0.5481660962104797,942,617,0.6263363361358643,1026,708,0.48078522086143494,939,717,0.4649120271205902
4,1006,344,0.697446346282959,1074,384,0.6541429162025452,932,390,0.5103950500488281,1157,370,0.4587334394454956,808,375,0.38275137543678284,1248,326,0.7325762510299683,737,337,0.5326555371284485,1020,524,0.6246606111526489,934,526,0.6455650329589844,1017,618,0.5787046551704407,929,624,0.589518129825592,1040,715,0.4876433312892914,937,719,0.47202858328819275
5,1001,342,0.6507856249809265,1061,384,0.6159520745277405,927,389,0.42716655135154724,1151,364,0.37090858817100525,819,372,0.4570518434047699,1236,310,0.6316742300987244,740,316,0.47809216380119324,1011,524,0.6201820969581604,928,526,0.6115920543670654,1009,616,0.5469473004341125,925,621,0.5579175353050232,1027,710,0.4860643148422241,932,719,0.493246465921402
6,1002,341,0.6383798718452454,1072,383,0.6993377208709717,924,381,0.4730769693851471,1163,356,0.44745349884033203,824,356,0.5439794063568115,1237,286,0.642341673374176,741,299,0.5778911709785461,1017,523,0.7165892720222473,930,524,0.7203981280326843,1014,619,0.6307727098464966,927,625,0.6151397824287415,1036,709,0.5422171950340271,933,718,0.6153414249420166
7,998,340,0.5675416588783264,1049,378,0.6647028923034668,922,376,0.4510275423526764,1143,328,0.3702368140220642,834,336,0.4939395785331726,1208,248,0.4868817925453186,779,270,0.711508572101593,1028,521,0.7067422866821289,935,522,0.7291771769523621,1020,628,0.6000535488128662,929,633,0.6242637038230896,1036,709,0.5613775253295898,937,718,0.6202439665794373
8,1005,337,0.5351782441139221,1052,375,0.6411846280097961,923,377,0.5443463921546936,1139,324,0.5699971914291382,844,333,0.4450097382068634,1189,240,0.6392152905464172,780,259,0.44378945231437683,1028,520,0.6975917220115662,935,521,0.7242376804351807,1021,628,0.6179066300392151,930,632,0.6222248673439026,1034,711,0.5468761920928955,941,720,0.6142743825912476
9,1009,334,0.489542156457901,1055,371,0.6208480596542358,933,374,0.5658206939697266,1134,315,0.5769826173782349,875,333,0.4479394853115082,1170,240,0.606717586517334,809,254,0.575763463973999,1030,523,0.7225613594055176,937,523,0.734232485294342,1026,632,0.5777068138122559,930,633,0.6538437008857727,1035,713,0.5486333966255188,943,721,0.6009700298309326
