FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,977,371,0.6788449883460999,1029,423,0.6451842188835144,907,415,0.6677694320678711,1029,477,0.2930183410644531,875,464,0.39402711391448975,1047,531,0.5492976307868958,869,517,0.36809074878692627,1001,539,0.4714069366455078,906,537,0.5426262617111206,1058,626,0.4634512662887573,850,633,0.49222296476364136,1102,708,0.3588517904281616,802,708,0.3384929597377777
1,972,369,0.6917409896850586,1027,424,0.644687294960022,905,414,0.6905047297477722,1030,475,0.30321604013442993,872,462,0.4006897807121277,1046,529,0.5113103985786438,853,506,0.2919482886791229,987,541,0.4880683422088623,909,538,0.5631309151649475,1058,625,0.4479026794433594,851,630,0.48736870288848877,1103,707,0.3668736219406128,805,716,0.4223823547363281
2,974,370,0.6980430483818054,1028,424,0.6469024419784546,905,414,0.6838313937187195,1029,477,0.2971516251564026,871,462,0.4048168659210205,1046,531,0.5295942425727844,851,504,0.2801356017589569,987,541,0.4840819239616394,906,535,0.5198988914489746,1059,625,0.46162450313568115,850,631,0.46570339798927307,1105,706,0.3704432249069214,805,716,0.4382299780845642
3,974,369,0.7121698260307312,1028,424,0.648233950138092,907,414,0.6812617778778076,1028,476,0.28740206360816956,872,461,0.403170645236969,1047,531,0.5334329009056091,853,503,0.26342272758483887,1002,539,0.4726351797580719,906,536,0.5410922169685364,1059,624,0.4494298994541168,849,630,0.44827184081077576,1105,705,0.3531724512577057,804,716,0.43446168303489685
4,971,370,0.6818887591362,1027,423,0.6561139225959778,907,414,0.6830986738204956,1028,476,0.2872266173362732,873,461,0.3958013951778412,1045,530,0.5315199494361877,853,502,0.265291690826416,1002,539,0.46036744117736816,906,536,0.5313928723335266,1058,624,0.4490033984184265,850,631,0.4476436674594879,1105,705,0.35114586353302,804,716,0.42190229892730713
5,973,370,0.7031853199005127,1027,424,0.6554832458496094,906,414,0.6853511333465576,1028,476,0.2812109589576721,872,460,0.39897221326828003,1046,530,0.5336524844169617,832,486,0.24010507762432098,986,537,0.4083138704299927,907,535,0.5318679809570312,1058,624,0.45298805832862854,851,630,0.4673553705215454,1103,705,0.3426470160484314,804,717,0.41619452834129333
6,972,369,0.6899063587188721,1026,423,0.6608511805534363,906,414,0.6851276755332947,1028,475,0.2851639986038208,872,461,0.39177200198173523,1046,530,0.5295827388763428,850,501,0.2657768726348877,986,540,0.48387616872787476,907,535,0.5315138101577759,1058,624,0.4540103077888489,851,631,0.46534329652786255,1104,705,0.3446814715862274,804,717,0.4085988402366638
7,972,370,0.6999232172966003,1026,424,0.6612906455993652,905,414,0.6888477206230164,1027,476,0.2837403118610382,872,461,0.39102503657341003,1045,530,0.5350826978683472,852,503,0.2672575116157532,985,540,0.4836122393608093,909,538,0.5706833600997925,1058,624,0.4562934637069702,851,630,0.47371071577072144,1104,705,0.34384211897850037,804,716,0.41071030497550964
8,971,370,0.6854907870292664,1025,423,0.6731186509132385,905,414,0.6913692355155945,1027,474,0.28344693779945374,872,461,0.3913104236125946,1045,529,0.5352277755737305,853,504,0.2670001685619354,984,540,0.4772507846355438,907,535,0.5268511772155762,1057,624,0.4511929750442505,851,630,0.46369874477386475,1104,704,0.3384665548801422,805,715,0.40812811255455017
9,971,370,0.6862884759902954,1028,423,0.661884605884552,905,414,0.6832171082496643,1031,475,0.32220256328582764,871,461,0.37481462955474854,1048,529,0.5395687818527222,851,504,0.2720669209957123,987,540,0.493187814950943,910,538,0.5658970475196838,1057,624,0.4702393412590027,851,631,0.46598976850509644,1103,706,0.3535599112510681,805,716,0.4056578278541565
