FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1023,343,0.6767799258232117,1079,387,0.5094819068908691,950,387,0.5644339919090271,1091,443,0.30422234535217285,900,442,0.40153199434280396,1090,491,0.43514499068260193,884,482,0.42286044359207153,1025,517,0.4500937759876251,946,517,0.407552033662796,1031,620,0.5186455845832825,950,624,0.5870254039764404,1049,715,0.5312469601631165,931,717,0.36041462421417236
1,1020,342,0.6933364868164062,1079,388,0.5206032395362854,951,388,0.5831581950187683,1086,445,0.30900073051452637,898,443,0.4021936357021332,1083,493,0.41176342964172363,884,482,0.3976913094520569,1022,519,0.45624831318855286,945,519,0.41385531425476074,1025,625,0.4127095639705658,951,627,0.566679835319519,1047,718,0.47671517729759216,933,719,0.35923367738723755
2,1019,341,0.6775670647621155,1079,386,0.5050991773605347,949,387,0.5556605458259583,1091,442,0.313128262758255,897,443,0.408476859331131,1086,496,0.4228154420852661,877,485,0.420875608921051,1023,518,0.43907132744789124,945,518,0.4155764579772949,1027,623,0.3881809711456299,951,627,0.5521413683891296,1048,719,0.4663570821285248,932,720,0.35128653049468994
3,1020,343,0.6942360401153564,1080,388,0.5344212055206299,951,388,0.5820077061653137,1091,443,0.3213719129562378,896,443,0.40694308280944824,1086,494,0.4207550883293152,880,483,0.41489988565444946,1024,519,0.47224244475364685,945,519,0.4210550785064697,1024,622,0.35868486762046814,951,627,0.5656856298446655,1046,719,0.4682944118976593,931,720,0.3786937892436981
4,1021,342,0.6794813275337219,1081,387,0.5141475796699524,949,387,0.5766595005989075,1092,444,0.32536637783050537,895,443,0.40084370970726013,1090,494,0.44745954871177673,879,485,0.4219511151313782,1024,520,0.4862458109855652,944,519,0.4199025332927704,1024,623,0.37685611844062805,952,627,0.5613330602645874,1047,718,0.4876343309879303,933,721,0.3841914236545563
5,1020,342,0.6716802716255188,1081,387,0.5137948393821716,950,387,0.5626855492591858,1091,443,0.3220583200454712,896,443,0.4093562364578247,1092,494,0.4639359712600708,879,485,0.42923787236213684,1023,520,0.4813663065433502,945,519,0.42481595277786255,1020,625,0.365338534116745,952,628,0.5634771585464478,1045,718,0.48619601130485535,933,721,0.3823593854904175
6,1020,342,0.6783264875411987,1065,384,0.414385050535202,949,387,0.5604079961776733,1098,441,0.32274091243743896,895,443,0.40607425570487976,1097,493,0.4786946475505829,880,486,0.43920427560806274,1029,521,0.515916645526886,947,520,0.4446566104888916,1034,625,0.4685618579387665,935,626,0.40236029028892517,1050,718,0.5028343200683594,936,722,0.38521280884742737
7,1019,341,0.6747523546218872,1066,384,0.42132091522216797,950,387,0.5652569532394409,1100,439,0.3192594051361084,896,443,0.4132874310016632,1102,494,0.4927949607372284,879,486,0.44861555099487305,1034,521,0.542320728302002,950,520,0.47339701652526855,1042,623,0.5392062664031982,936,625,0.407230406999588,1051,718,0.520839512348175,940,722,0.37779316306114197
8,1019,342,0.6776583790779114,1065,385,0.43338248133659363,951,387,0.5743699073791504,1099,439,0.31615132093429565,896,443,0.41439273953437805,1101,494,0.4932500720024109,879,486,0.45762190222740173,1031,521,0.5202265977859497,949,520,0.4601421654224396,1034,621,0.4918653666973114,935,624,0.39180323481559753,1048,717,0.5069763660430908,937,723,0.3918108344078064
9,1018,341,0.6760161519050598,1066,384,0.424580454826355,951,387,0.5682628750801086,1102,437,0.3066076934337616,898,442,0.4185401499271393,1100,493,0.4898037910461426,882,487,0.4625990390777588,1034,520,0.5270708799362183,951,519,0.4740462601184845,1035,620,0.4928828775882721,935,624,0.3920651376247406,1048,717,0.5117773413658142,936,723,0.39293935894966125
10,1019,341,0.6885629892349243,1065,385,0.422581285238266,950,387,0.5773787498474121,1100,438,0.3062428832054138,898,443,0.41295263171195984,1098,494,0.5033543705940247,881,487,0.4481622874736786,1031,522,0.5325954556465149,950,521,0.47107410430908203,1035,622,0.46905848383903503,957,627,0.49908533692359924,1047,718,0.4894863963127136,935,725,0.3995484411716461
11,1019,341,0.6873806118965149,1065,385,0.41360345482826233,950,387,0.5722578167915344,1100,437,0.3002863824367523,899,443,0.40249326825141907,1097,494,0.5114946365356445,883,486,0.4363277554512024,1029,522,0.5253385901451111,948,521,0.45809027552604675,1034,622,0.4689417779445648,954,626,0.5055547952651978,1047,718,0.489175021648407,934,725,0.402255654335022
12,1020,341,0.6777929663658142,1064,385,0.3863806426525116,947,385,0.5796852707862854,1102,437,0.28391334414482117,898,441,0.3959670960903168,1097,496,0.48861315846443176,891,483,0.30699050426483154,1032,523,0.5437735915184021,947,522,0.4449704885482788,1044,622,0.4902835190296173,953,626,0.5054088234901428,1051,716,0.5234173536300659,935,723,0.35667312145233154
13,1017,340,0.6839432120323181,1063,385,0.37522411346435547,947,386,0.5865104794502258,1102,438,0.286676824092865,898,442,0.3873773217201233,1098,496,0.4786436855792999,891,484,0.307748019695282,1034,522,0.5574544668197632,949,521,0.46258974075317383,1047,623,0.4970102608203888,957,627,0.48720622062683105,1053,716,0.5285694599151611,936,724,0.3546152710914612
14,1017,341,0.6814713478088379,1063,386,0.3919509947299957,946,387,0.5984393358230591,1099,440,0.3009965419769287,897,442,0.38537904620170593,1099,496,0.48416832089424133,889,482,0.30374693870544434,1033,524,0.5530778765678406,947,522,0.4536878764629364,1048,624,0.4838601350784302,953,627,0.4976493716239929,1052,716,0.5200110673904419,935,724,0.355820894241333
