FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1008,341,0.6760250926017761,1079,388,0.5739936828613281,950,392,0.6208091974258423,1139,447,0.34786200523376465,898,441,0.4013567268848419,1167,489,0.648831307888031,859,475,0.5408350825309753,1047,515,0.5279796719551086,956,518,0.49415087699890137,1054,615,0.6403720378875732,966,613,0.6048301458358765,1052,708,0.3645821213722229,943,713,0.4786451756954193
1,1009,344,0.7198676466941833,1068,385,0.5140370726585388,960,395,0.5622648000717163,1136,435,0.38425880670547485,885,433,0.36089226603507996,1196,463,0.5703494548797607,817,465,0.6900073289871216,1048,509,0.6285973787307739,957,509,0.5750449895858765,1045,604,0.5493497848510742,965,601,0.5512834787368774,1046,701,0.31496044993400574,938,705,0.4934074878692627
2,1006,345,0.6689413785934448,1062,384,0.5154668092727661,960,393,0.6022008657455444,1151,423,0.3416549861431122,874,432,0.34545308351516724,1202,438,0.6193919777870178,791,445,0.5277349948883057,1042,513,0.6223933696746826,957,513,0.5603452324867249,1034,607,0.5523521304130554,961,605,0.6092653870582581,1042,707,0.3506818115711212,932,709,0.5005553960800171
3,1008,343,0.6795119047164917,1062,380,0.42888790369033813,952,390,0.6006298661231995,1142,417,0.3966943919658661,879,421,0.3512740433216095,1206,424,0.6209059357643127,811,430,0.5864627957344055,1041,513,0.6169361472129822,955,515,0.5164770483970642,1031,608,0.5262726545333862,965,604,0.5947380065917969,1043,707,0.3625114858150482,936,709,0.4806957542896271
4,1004,343,0.6472176313400269,1087,381,0.5153269171714783,947,387,0.5748446583747864,1148,409,0.2825499176979065,883,416,0.366665244102478,1215,407,0.5751606822013855,788,411,0.5289106369018555,1037,513,0.581454336643219,954,513,0.439641535282135,1026,606,0.4769802689552307,965,602,0.5770710706710815,1044,705,0.365058958530426,935,709,0.4620179831981659
5,1010,345,0.6360352039337158,1062,378,0.3990118205547333,947,389,0.5781503319740295,1152,399,0.3094967305660248,846,402,0.31544771790504456,1228,387,0.5975622534751892,767,389,0.5503212213516235,1031,512,0.41146811842918396,952,514,0.43718162178993225,1020,610,0.45596280694007874,963,605,0.5900951623916626,1038,708,0.3433810770511627,937,713,0.4656876027584076
6,1008,339,0.5120899081230164,1065,381,0.4265061914920807,926,387,0.5461099147796631,1178,385,0.36302095651626587,823,387,0.32702508568763733,1247,354,0.6498095393180847,723,355,0.6981446146965027,1023,522,0.4982098937034607,951,527,0.654565691947937,1032,619,0.5297014117240906,956,620,0.6370461583137512,1041,713,0.34516045451164246,935,720,0.43632200360298157
7,1011,340,0.5269582867622375,1070,379,0.41435936093330383,930,385,0.4600331485271454,1186,379,0.39584222435951233,826,378,0.3428918421268463,1258,332,0.7082080245018005,730,335,0.6948826909065247,1028,523,0.5121652483940125,954,528,0.6223118901252747,1032,618,0.5066271424293518,953,617,0.6340019702911377,1029,712,0.33414730429649353,934,719,0.4389631748199463
8,1014,356,0.6052489876747131,1082,382,0.5552558898925781,927,389,0.5873899459838867,1174,362,0.46608003973960876,855,356,0.3891253173351288,1256,297,0.6946362853050232,749,297,0.5909110903739929,1027,523,0.61395263671875,945,528,0.6049782633781433,1009,622,0.5849407315254211,943,627,0.579881489276886,1037,695,0.38810423016548157,927,705,0.524848461151123
9,1009,342,0.6221410036087036,1079,382,0.5876920223236084,925,378,0.5534617304801941,1169,345,0.41201645135879517,832,335,0.418356716632843,1241,274,0.6616417765617371,771,283,0.6325733661651611,1028,519,0.6455866694450378,941,523,0.6720141172409058,1014,616,0.5852192044258118,946,623,0.6627475619316101,1035,698,0.3777014911174774,934,706,0.5412614345550537
