FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1018,345,0.721492350101471,1078,390,0.5408005714416504,945,387,0.6045120358467102,1087,445,0.339596688747406,902,445,0.4169626235961914,1094,497,0.4813372492790222,886,487,0.4661332070827484,1032,523,0.5598533749580383,946,522,0.43857187032699585,1042,621,0.5432206392288208,957,625,0.5778307914733887,1045,713,0.5051646828651428,931,719,0.41124507784843445
1,1015,344,0.7194221615791321,1062,386,0.3999926745891571,945,387,0.5962835550308228,1094,439,0.31159520149230957,899,443,0.4191831648349762,1097,498,0.5316293239593506,884,487,0.3641453683376312,1028,520,0.5036588907241821,956,521,0.5775288939476013,1040,620,0.5703219771385193,956,624,0.598278820514679,1047,712,0.5115567445755005,931,719,0.39939942955970764
2,1018,344,0.7509954571723938,1068,388,0.49359485507011414,949,393,0.6331490874290466,1102,445,0.3912092447280884,902,453,0.33999574184417725,1107,499,0.5475749373435974,880,490,0.48281970620155334,1037,527,0.5925586819648743,948,526,0.4680764973163605,1047,621,0.5500323176383972,956,626,0.5606739521026611,1049,714,0.5000021457672119,932,722,0.4110476076602936
3,1019,345,0.7360647320747375,1064,387,0.44101065397262573,950,392,0.6012987494468689,1102,442,0.35619038343429565,901,446,0.37251773476600647,1106,491,0.47677621245384216,878,484,0.44206106662750244,1033,523,0.5417635440826416,946,521,0.43209725618362427,1039,618,0.4879293441772461,949,624,0.5758174657821655,1046,714,0.4826001226902008,927,719,0.4131831228733063
4,1018,346,0.7198132872581482,1063,388,0.4431520998477936,949,392,0.6116081476211548,1103,441,0.3963167369365692,903,446,0.3950425386428833,1116,503,0.4236011803150177,874,490,0.5021408200263977,1028,524,0.5573042035102844,956,524,0.5916361808776855,1039,619,0.4907778203487396,941,624,0.5734653472900391,1044,714,0.46989184617996216,926,720,0.4347745180130005
5,1019,345,0.724250853061676,1064,387,0.4583650827407837,951,392,0.6122429370880127,1105,437,0.3428969979286194,900,443,0.4083312451839447,1130,497,0.6063426733016968,851,485,0.41631338000297546,1027,520,0.5408474206924438,956,520,0.5794598460197449,1040,615,0.5065609812736511,939,617,0.6351401805877686,1044,712,0.5012787580490112,923,715,0.3733813762664795
6,1018,345,0.731978714466095,1068,388,0.5192582011222839,951,392,0.6277899146080017,1115,442,0.2838505804538727,899,443,0.3962172865867615,1153,495,0.6436192989349365,840,481,0.3375769853591919,1037,520,0.5684171319007874,946,518,0.4385230243206024,1042,617,0.49797868728637695,946,617,0.6396529674530029,1047,711,0.5104758143424988,928,715,0.3776451647281647
7,1018,346,0.7122378349304199,1082,391,0.5519487857818604,951,392,0.6088348627090454,1122,443,0.3556585907936096,888,439,0.39015182852745056,1150,485,0.5268464088439941,839,469,0.47477662563323975,1036,519,0.5457956790924072,947,518,0.42570164799690247,1038,610,0.4552157521247864,945,613,0.6141520142555237,1046,709,0.50343257188797,930,715,0.46159785985946655
8,1018,347,0.6933275461196899,1081,389,0.5810625553131104,948,390,0.6313410997390747,1117,431,0.3761233985424042,880,433,0.40054965019226074,1167,467,0.6636900901794434,839,469,0.6199944019317627,1038,516,0.5324198007583618,946,516,0.3949223458766937,1037,610,0.46764951944351196,946,614,0.6123700141906738,1043,708,0.4451613426208496,934,715,0.4507825970649719
9,1015,347,0.7202469706535339,1082,386,0.5431309938430786,942,391,0.6375350952148438,1136,426,0.3601372241973877,871,434,0.37618836760520935,1188,436,0.5812075734138489,809,446,0.48586365580558777,1034,514,0.45863670110702515,954,516,0.5466752648353577,1029,611,0.441610723733902,944,616,0.6169845461845398,1046,709,0.45220914483070374,934,717,0.4561166763305664
10,1019,351,0.6697120666503906,1084,381,0.41599375009536743,940,389,0.5330142378807068,1168,388,0.4536944031715393,828,401,0.43565595149993896,1223,383,0.35133588314056396,796,396,0.3707689642906189,1039,527,0.6128255128860474,949,525,0.6641048789024353,1027,625,0.5696253180503845,938,626,0.6115589141845703,1030,710,0.4856437146663666,941,718,0.4722890555858612
