FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1003,346,0.63088458776474,1068,392,0.49460697174072266,942,398,0.6867278814315796,1120,445,0.30601611733436584,899,448,0.3495105803012848,1112,490,0.5257712602615356,891,485,0.4445055425167084,1052,523,0.599661111831665,960,521,0.5572497248649597,1054,608,0.510744035243988,959,611,0.436982661485672,1058,701,0.4851078391075134,952,710,0.36206960678100586
1,1003,345,0.6297428011894226,1071,392,0.5313138365745544,944,398,0.6893979907035828,1125,443,0.3080907166004181,899,447,0.34971722960472107,1110,492,0.515550971031189,895,485,0.4249168038368225,1054,523,0.609466552734375,961,522,0.5680029392242432,1057,612,0.5322718024253845,963,616,0.47128528356552124,1062,705,0.4991176128387451,951,714,0.3498924970626831
2,1002,344,0.6162926554679871,1073,392,0.5435265302658081,942,397,0.7026081085205078,1128,444,0.34034278988838196,897,445,0.34302401542663574,1112,490,0.49469947814941406,893,485,0.4088132679462433,1057,521,0.5902995467185974,961,521,0.5646024346351624,1059,612,0.5234597325325012,961,614,0.4735491871833801,1066,706,0.4912221431732178,940,711,0.24685662984848022
3,1000,344,0.6040573716163635,1071,389,0.5293188691139221,944,396,0.6824852228164673,1126,444,0.314518541097641,898,445,0.41190868616104126,1100,492,0.4994204640388489,893,484,0.3979528248310089,1055,520,0.5745241641998291,963,519,0.5627239942550659,1055,611,0.5145105123519897,967,613,0.5476676225662231,1063,706,0.4873565435409546,949,714,0.34466812014579773
4,1003,344,0.6517845392227173,1072,386,0.5184701681137085,948,396,0.6694247126579285,1127,440,0.31248027086257935,903,445,0.4373554289340973,1109,489,0.5235148668289185,898,488,0.4449348747730255,1054,521,0.5896087288856506,959,520,0.5457753539085388,1048,611,0.5103945136070251,961,614,0.6062278151512146,1060,709,0.505659818649292,943,717,0.38352420926094055
5,1001,344,0.6344736218452454,1071,383,0.5042594075202942,945,395,0.7023125886917114,1126,438,0.3089526295661926,904,448,0.4240047335624695,1103,498,0.5172567963600159,901,492,0.43617504835128784,1042,520,0.6185328364372253,950,521,0.5199638605117798,1029,619,0.5237436890602112,953,620,0.7261648774147034,1052,708,0.5342380404472351,940,715,0.4517233669757843
6,1006,342,0.6950221061706543,1071,384,0.5314589738845825,949,394,0.6594367027282715,1122,442,0.42741814255714417,905,446,0.410023957490921,1097,496,0.44924965500831604,898,483,0.37743690609931946,1042,518,0.5726022720336914,953,519,0.5066763758659363,1030,611,0.482068806886673,955,612,0.6709823608398438,1050,708,0.4685542583465576,942,714,0.4062817394733429
7,1010,343,0.7298068404197693,1072,384,0.5394490957260132,952,393,0.627341628074646,1122,440,0.43329596519470215,907,445,0.43741217255592346,1102,499,0.4903181493282318,898,484,0.3952396512031555,1047,519,0.5815865397453308,957,517,0.515282392501831,1034,614,0.5087065696716309,957,616,0.6962285041809082,1049,707,0.44324198365211487,941,714,0.39564523100852966
8,1010,344,0.7279273271560669,1076,389,0.5926410555839539,957,394,0.6022932529449463,1127,441,0.2921645939350128,909,444,0.4306899905204773,1112,488,0.512291431427002,901,482,0.3294554352760315,1055,519,0.5713497996330261,964,516,0.548034131526947,1049,614,0.56183922290802,965,615,0.5786393880844116,1056,707,0.4489395022392273,947,714,0.3639923930168152
9,1010,345,0.7062262296676636,1076,389,0.6163027286529541,957,395,0.6090617179870605,1126,442,0.2944851815700531,912,446,0.41433680057525635,1113,487,0.505540132522583,903,488,0.3759257197380066,1057,519,0.557228147983551,966,519,0.5979119539260864,1049,618,0.5717626810073853,968,618,0.5433523058891296,1059,707,0.4614756107330322,950,716,0.3551500737667084
10,1010,345,0.7052475810050964,1079,388,0.6165196895599365,959,395,0.5953699350357056,1129,441,0.2961745262145996,910,447,0.3371904790401459,1111,487,0.4754994213581085,906,489,0.36061665415763855,1060,521,0.582246720790863,968,520,0.6135948896408081,1052,616,0.523381233215332,967,618,0.5350159406661987,1060,707,0.45694226026535034,949,716,0.3576399087905884
11,1010,344,0.7219172120094299,1077,385,0.5832175612449646,959,394,0.6055454611778259,1126,442,0.363071084022522,911,447,0.3424941301345825,1093,477,0.4558386504650116,906,488,0.3624472916126251,1058,520,0.5866544842720032,966,520,0.6143463850021362,1049,614,0.5464322566986084,965,617,0.5713434219360352,1058,707,0.45324477553367615,947,716,0.3749861419200897
12,1013,344,0.73385089635849,1083,388,0.6156120896339417,958,393,0.5678751468658447,1127,444,0.36861154437065125,917,446,0.41584596037864685,1120,490,0.5417816638946533,904,487,0.35270974040031433,1062,519,0.5723085403442383,968,518,0.596497654914856,1059,610,0.513328492641449,970,613,0.5139902830123901,1061,700,0.4436238706111908,956,706,0.3035261332988739
13,1015,345,0.7496626973152161,1086,388,0.6293847560882568,959,394,0.5880596041679382,1128,444,0.36811158061027527,920,446,0.42237550020217896,1121,491,0.5259982347488403,907,486,0.355424702167511,1068,522,0.5988864302635193,971,521,0.6260600686073303,1069,613,0.5501464009284973,961,616,0.4024718105792999,1064,703,0.42907655239105225,959,711,0.3039272725582123
14,1015,346,0.7318717837333679,1087,388,0.6189361214637756,963,396,0.5847095847129822,1131,445,0.39026522636413574,916,448,0.3593912422657013,1128,497,0.47453704476356506,911,488,0.3436063528060913,1074,524,0.5981267094612122,978,523,0.6182236671447754,1076,613,0.5465005040168762,969,613,0.39565253257751465,1069,700,0.40694090723991394,960,706,0.2971522808074951
15,1016,346,0.7260953783988953,1084,390,0.6448823809623718,957,394,0.6357150673866272,1132,443,0.4173969626426697,916,446,0.4305378496646881,1156,497,0.543107807636261,890,491,0.4508613348007202,1075,520,0.5693688988685608,976,516,0.6000159978866577,1068,607,0.45840269327163696,984,616,0.5433446168899536,1068,694,0.3936665952205658,968,703,0.2548092007637024
16,1018,347,0.7306235432624817,1086,390,0.6494933366775513,949,394,0.6669014692306519,1134,443,0.46732744574546814,902,446,0.42289161682128906,1155,499,0.5033669471740723,862,495,0.5999898910522461,1067,517,0.541645884513855,967,517,0.6064980626106262,1066,607,0.438618928194046,963,619,0.4872596561908722,1066,700,0.4036182761192322,961,713,0.3375357389450073
17,1018,347,0.766399085521698,1072,389,0.6107361316680908,959,396,0.6381557583808899,1129,440,0.4267461895942688,894,444,0.3985956013202667,1200,468,0.6176814436912537,858,483,0.5478174090385437,1064,514,0.581206202507019,969,514,0.5600735545158386,1058,606,0.4602288007736206,960,608,0.46523207426071167,1054,697,0.4000614881515503,956,701,0.3305453360080719
18,1021,349,0.720243513584137,1073,389,0.6152881383895874,943,392,0.501336932182312,1134,438,0.4214279055595398,892,439,0.3839125335216522,1196,448,0.5869998335838318,837,472,0.4262852966785431,1055,516,0.5677193999290466,962,516,0.521849513053894,1041,611,0.5404960513114929,964,606,0.6197814345359802,1053,702,0.44679883122444153,945,707,0.350787490606308
19,1018,348,0.6951568722724915,1073,381,0.5109690427780151,955,394,0.5880702137947083,1158,400,0.329867422580719,867,417,0.3980711102485657,1253,388,0.5980157852172852,800,410,0.5871601104736328,1025,517,0.48977401852607727,954,522,0.6298136711120605,1012,614,0.502213716506958,948,608,0.7135325074195862,1037,709,0.44473204016685486,931,714,0.4021495282649994
20,1025,343,0.5528683066368103,1079,378,0.4560428261756897,959,391,0.5488807559013367,1198,380,0.4952661991119385,857,391,0.33968979120254517,1257,342,0.662630021572113,772,357,0.6538686156272888,1018,522,0.50948566198349,947,529,0.675712525844574,1008,619,0.5218112468719482,946,617,0.7620221376419067,1034,710,0.4160366356372833,934,716,0.46175459027290344
