FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1015,340,0.6498509645462036,1097,383,0.5631016492843628,966,392,0.48692816495895386,1144,448,0.36674854159355164,926,448,0.3892078399658203,1152,500,0.3535386323928833,911,491,0.3728879392147064,1077,518,0.5889174938201904,976,516,0.5965466499328613,1073,618,0.6282570362091064,980,622,0.565753161907196,1064,707,0.46449223160743713,961,709,0.2048000544309616
1,1014,341,0.6827062964439392,1095,384,0.5871505737304688,962,390,0.5482246279716492,1141,450,0.36986687779426575,921,447,0.38643383979797363,1152,507,0.3428662121295929,907,488,0.35845598578453064,1072,516,0.6107117533683777,973,515,0.5747281908988953,1070,613,0.5883300304412842,973,615,0.517223060131073,1060,704,0.46460869908332825,966,714,0.30288976430892944
2,1014,341,0.6865864396095276,1093,384,0.5957563519477844,958,390,0.565281331539154,1135,452,0.36551758646965027,918,446,0.3845268487930298,1148,504,0.3233719766139984,905,487,0.3349183201789856,1069,518,0.5483551621437073,969,518,0.5879707932472229,1063,612,0.5659785866737366,969,615,0.5138390064239502,1059,705,0.4773733913898468,965,715,0.3269675076007843
3,1014,342,0.6990901231765747,1094,385,0.5985550880432129,962,392,0.5556877851486206,1137,451,0.36571696400642395,919,450,0.3232368230819702,1147,505,0.3149034380912781,910,489,0.30707237124443054,1070,519,0.5579386353492737,972,519,0.5797656178474426,1059,614,0.5740401744842529,968,620,0.46245720982551575,1058,704,0.47674062848091125,963,715,0.3323371410369873
4,1015,341,0.67900550365448,1095,383,0.5752979516983032,961,391,0.5602376461029053,1136,449,0.40323492884635925,916,450,0.34874045848846436,1145,493,0.38368937373161316,908,489,0.34414270520210266,1070,519,0.5742959380149841,971,519,0.6009559035301208,1061,619,0.5783301591873169,965,623,0.4556545913219452,1055,710,0.4604746997356415,950,714,0.2824347913265228
5,1014,342,0.6758717894554138,1095,383,0.5740230083465576,961,392,0.5516334772109985,1140,452,0.39964431524276733,916,453,0.3638657033443451,1163,511,0.4512799382209778,905,490,0.3567599952220917,1070,520,0.5773961544036865,971,519,0.5972838997840881,1063,622,0.5748335719108582,953,618,0.42677751183509827,1057,710,0.46788957715034485,953,715,0.2895583510398865
6,1016,341,0.6655718088150024,1095,384,0.5699817538261414,965,393,0.5208010673522949,1137,444,0.3486713767051697,918,453,0.34585538506507874,1144,499,0.45361825823783875,910,492,0.35207709670066833,1071,525,0.5986164808273315,971,524,0.6194998025894165,1066,621,0.5271974205970764,972,618,0.4891030788421631,1062,711,0.49658679962158203,951,715,0.28443339467048645
7,1015,341,0.677770733833313,1092,385,0.5981945991516113,962,393,0.5554254055023193,1135,442,0.3495265245437622,912,449,0.4268605709075928,1138,498,0.4711460471153259,899,489,0.39522597193717957,1064,524,0.6151012182235718,966,524,0.6316907405853271,1061,620,0.534144937992096,968,616,0.5304787755012512,1060,710,0.4858396351337433,945,715,0.3068283200263977
8,1017,341,0.6661949753761292,1093,385,0.601692259311676,962,392,0.5535765886306763,1135,441,0.3295653164386749,911,446,0.4517136812210083,1129,488,0.3789792060852051,895,484,0.38888442516326904,1067,524,0.6124073266983032,969,522,0.6163356304168701,1064,614,0.5399621725082397,970,619,0.5129545331001282,1062,707,0.47229713201522827,943,712,0.2578914761543274
9,1019,341,0.6686057448387146,1097,387,0.6305545568466187,958,391,0.5486642718315125,1143,444,0.387514591217041,906,444,0.42612752318382263,1155,507,0.42200326919555664,870,485,0.5593020915985107,1061,520,0.5927907228469849,962,515,0.5536109805107117,1057,617,0.5902175903320312,964,617,0.6453853249549866,1060,708,0.47496017813682556,952,716,0.36468878388404846
