FrameNo,head_x,head_y,head_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hand_x,left_hand_y,left_hand_confidence,right_hand_x,right_hand_y,right_hand_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_foot_x,left_foot_y,left_foot_confidence,right_foot_x,right_foot_y,right_foot_confidence
0,1016,339,0.6359373331069946,1075,381,0.5362054109573364,955,388,0.5784649848937988,1130,441,0.37214094400405884,901,437,0.3478841483592987,1182,482,0.6412883400917053,853,477,0.5285876393318176,1046,516,0.5965762734413147,950,515,0.48237144947052,1042,613,0.5926154255867004,952,614,0.7047680616378784,1050,710,0.4023347496986389,939,712,0.48329493403434753
1,1015,340,0.6431413888931274,1075,380,0.5404701232910156,957,388,0.5831423997879028,1136,437,0.3561629056930542,896,432,0.3183589279651642,1206,461,0.6828488111495972,833,471,0.41352295875549316,1043,511,0.6308621168136597,949,512,0.5058621168136597,1031,611,0.5634680390357971,953,612,0.6944659948348999,1044,710,0.4203527569770813,941,710,0.5098475813865662
2,1013,341,0.706626296043396,1069,377,0.4651310443878174,955,384,0.564389705657959,1146,417,0.383594274520874,887,428,0.30497807264328003,1219,418,0.5305740833282471,791,438,0.4212401807308197,1040,515,0.6381879448890686,950,516,0.5246375203132629,1021,616,0.5821645855903625,950,614,0.7369426488876343,1041,712,0.43969541788101196,939,712,0.5635281205177307
3,1010,340,0.6773414015769958,1069,376,0.43483948707580566,951,381,0.5651774406433105,1148,413,0.3670206069946289,882,423,0.260409951210022,1212,408,0.5141095519065857,780,414,0.2779698669910431,1031,517,0.5384819507598877,947,517,0.481540709733963,1031,618,0.6362472176551819,950,615,0.7419762015342712,1040,712,0.4600871801376343,940,711,0.588274359703064
4,1021,340,0.5713184475898743,1074,377,0.5968259572982788,946,383,0.5679652690887451,1179,386,0.42661571502685547,848,393,0.34930533170700073,1245,357,0.6494178771972656,761,361,0.5857604742050171,1019,522,0.5281628370285034,950,525,0.7102007865905762,1030,621,0.6356319785118103,943,621,0.7401397228240967,1040,712,0.4624115526676178,938,714,0.5744569897651672
5,1020,335,0.43493035435676575,1076,375,0.6028441786766052,957,383,0.5197507739067078,1170,377,0.4715060889720917,859,378,0.3625135123729706,1257,336,0.6251211166381836,756,336,0.5797116756439209,1021,523,0.5346264839172363,951,526,0.6828470230102539,1030,622,0.6088307499885559,941,622,0.7116766571998596,1040,712,0.4355852007865906,936,715,0.5669521689414978
6,1018,335,0.4671066999435425,1074,373,0.6185358762741089,950,380,0.5867542028427124,1172,374,0.496238112449646,847,360,0.3856563866138458,1259,315,0.6904523968696594,762,320,0.5674248337745667,1019,524,0.5096702575683594,948,527,0.6713552474975586,1020,622,0.5800573825836182,940,621,0.6750832200050354,1037,709,0.4513269364833832,936,711,0.5645492672920227
7,1014,336,0.48812416195869446,1073,373,0.6021763682365417,944,379,0.549324095249176,1182,366,0.4354584217071533,844,354,0.40969282388687134,1263,302,0.733430802822113,747,299,0.712268590927124,1025,524,0.5715717077255249,949,527,0.6716594696044922,1028,622,0.5823742151260376,943,623,0.7010762095451355,1041,709,0.4844402074813843,939,711,0.5819848775863647
8,1014,335,0.48873186111450195,1068,377,0.4979102909564972,945,378,0.4067692756652832,1171,354,0.4628448784351349,856,346,0.472223699092865,1241,285,0.7185410261154175,775,280,0.7378910183906555,1027,527,0.5681028366088867,953,532,0.663092851638794,1029,624,0.4757709503173828,943,624,0.6922644376754761,1040,712,0.4144701361656189,937,716,0.5624111890792847
9,1016,331,0.663366973400116,1086,378,0.5255380272865295,948,375,0.3687126636505127,1166,346,0.32132938504219055,861,344,0.3890923261642456,1240,272,0.526960551738739,788,273,0.4887896478176117,1028,523,0.58586186170578,954,528,0.6574097275733948,1032,625,0.5244160294532776,944,624,0.7250421643257141,1040,715,0.40818628668785095,938,718,0.5712314248085022
